Mega Millions,12,30,2014,63,3,67,44,7,12,4
Mega Millions,1,2,2015,35,15,62,74,13,12,4
Mega Millions,1,6,2015,20,12,27,38,75,4,3
Mega Millions,1,9,2015,37,56,50,49,57,8,5
Mega Millions,1,13,2015,20,50,12,51,25,7,5
Mega Millions,1,16,2015,26,32,44,58,45,11,3
Mega Millions,1,20,2015,63,56,35,31,59,6,5
Mega Millions,1,23,2015,68,72,15,32,14,8,2
Mega Millions,1,27,2015,44,5,57,27,26,7,3
Mega Millions,1,30,2015,31,45,18,39,55,6,5
Mega Millions,2,3,2015,25,22,69,11,58,13,5
Mega Millions,2,6,2015,6,68,33,17,5,13,3
Mega Millions,2,10,2015,42,58,71,7,53,15,2
Mega Millions,2,13,2015,4,74,44,20,65,14,3
Mega Millions,2,17,2015,50,66,45,65,6,1,5
Mega Millions,2,20,2015,8,2,6,66,52,13,3
Mega Millions,2,24,2015,23,26,66,15,45,4,3
Mega Millions,2,27,2015,60,53,7,64,49,4,2
Mega Millions,3,3,2015,11,9,44,50,42,3,4
Mega Millions,3,6,2015,55,73,30,48,68,5,3
Mega Millions,3,10,2015,73,10,30,14,19,14,5
Mega Millions,3,13,2015,42,45,8,30,22,3,5
Mega Millions,3,17,2015,44,45,11,58,27,3,5
Mega Millions,3,20,2015,7,54,61,75,50,7,4
Mega Millions,3,24,2015,23,2,45,55,32,12,2
Mega Millions,3,27,2015,58,17,70,36,21,3,5
Mega Millions,3,31,2015,26,61,41,73,8,11,5
Mega Millions,4,3,2015,10,74,63,36,47,2,5
Mega Millions,4,7,2015,22,15,26,5,64,6,4
Mega Millions,4,10,2015,68,6,11,32,46,9,2
Mega Millions,4,14,2015,68,7,71,25,3,3,5
Mega Millions,4,17,2015,50,18,29,41,15,5,2
Mega Millions,4,21,2015,35,69,41,31,33,11,5
Mega Millions,4,24,2015,24,67,47,25,29,4,4
Mega Millions,4,28,2015,63,27,58,22,55,11,5
Mega Millions,5,1,2015,61,66,18,17,74,3,3
Mega Millions,5,5,2015,21,42,62,11,71,7,5
Mega Millions,5,8,2015,25,21,9,66,72,7,3
Mega Millions,5,12,2015,44,30,14,36,33,2,5
Mega Millions,5,15,2015,36,11,17,21,74,15,5
Mega Millions,5,19,2015,65,10,21,29,12,10,5
Mega Millions,5,22,2015,48,15,25,14,3,8,5
Mega Millions,5,26,2015,72,52,69,39,1,12,4
Mega Millions,5,29,2015,49,38,66,20,27,2,4
Mega Millions,6,2,2015,2,11,22,9,23,12,4
Mega Millions,6,5,2015,49,7,27,41,22,10,4
Mega Millions,6,9,2015,17,16,6,25,36,7,5
Mega Millions,6,12,2015,42,40,56,62,1,2,5
Mega Millions,6,16,2015,56,26,67,19,8,14,2
Mega Millions,6,19,2015,4,52,36,68,35,8,3
Mega Millions,6,23,2015,38,70,56,13,6,2,5
Mega Millions,6,26,2015,33,12,50,47,23,3,5
Mega Millions,6,30,2015,43,34,17,11,50,15,4
Mega Millions,7,3,2015,33,50,64,71,72,9,4
Mega Millions,7,7,2015,6,49,16,28,15,14,3
Mega Millions,7,10,2015,24,27,54,45,51,8,3
Mega Millions,7,14,2015,35,24,72,19,30,5,3
Mega Millions,7,17,2015,30,6,31,41,17,15,3
Mega Millions,7,21,2015,74,30,20,65,62,1,5
Mega Millions,7,24,2015,10,62,60,26,12,13,5
Mega Millions,7,28,2015,75,35,68,61,8,15,5
Mega Millions,7,31,2015,33,32,46,28,40,10,4
Mega Millions,8,4,2015,51,19,44,2,57,14,2
Mega Millions,8,7,2015,66,53,38,1,63,10,3
Mega Millions,8,11,2015,57,29,8,68,3,8,4
Mega Millions,8,14,2015,52,12,15,71,20,3,4
Mega Millions,8,18,2015,2,39,7,53,33,9,3
Mega Millions,8,21,2015,21,15,13,72,41,1,5
Mega Millions,8,25,2015,59,44,54,63,5,1,5
Mega Millions,8,28,2015,40,68,13,60,35,9,4
Mega Millions,9,1,2015,40,54,5,35,2,13,5
Mega Millions,9,4,2015,21,52,17,39,57,5,5
Mega Millions,9,8,2015,20,36,46,41,19,7,3
Mega Millions,9,11,2015,31,5,50,67,11,14,2
Mega Millions,9,15,2015,35,56,49,7,20,9,4
Mega Millions,9,18,2015,17,35,34,65,51,7,3
Mega Millions,9,22,2015,30,38,51,28,45,8,5
Mega Millions,9,25,2015,51,8,38,3,64,4,5
Mega Millions,9,29,2015,21,62,8,61,30,9,3
Mega Millions,10,2,2015,4,47,29,14,31,9,2
Mega Millions,10,6,2015,17,63,58,66,64,13,3
Mega Millions,10,9,2015,8,63,75,9,21,14,4
Mega Millions,10,13,2015,52,38,9,7,24,1,5
Mega Millions,10,16,2015,48,2,61,38,68,4,3
Mega Millions,10,20,2015,52,35,6,38,25,4,4
Mega Millions,10,23,2015,25,70,45,32,37,1,5
Mega Millions,10,27,2015,27,9,29,74,26,4,3
Mega Millions,10,30,2015,17,56,53,51,41,15,5
Mega Millions,11,3,2015,44,16,69,29,74,12,5
Mega Millions,11,6,2015,50,72,35,31,10,8,3
Mega Millions,11,10,2015,8,45,17,71,20,4,4
Mega Millions,11,13,2015,17,31,18,59,35,9,5
Mega Millions,11,17,2015,12,18,14,61,24,10,3
Mega Millions,11,20,2015,12,67,29,37,9,15,2
Mega Millions,11,24,2015,38,19,2,30,70,8,4
Mega Millions,11,27,2015,59,20,39,16,56,12,3
Mega Millions,12,1,2015,7,25,50,5,59,12,2
Mega Millions,12,4,2015,61,42,73,26,47,6,5
Mega Millions,12,8,2015,7,17,37,73,49,15,3
Mega Millions,12,11,2015,14,43,69,54,20,5,4
Mega Millions,12,15,2015,47,25,61,51,18,5,5
Mega Millions,12,18,2015,28,62,6,23,24,7,5
Mega Millions,12,22,2015,70,21,50,11,40,15,3
Mega Millions,12,25,2015,15,44,25,29,51,4,4
Mega Millions,12,29,2015,55,20,74,25,62,7,3
Mega Millions,1,1,2016,18,37,39,7,38,9,5
Mega Millions,1,5,2016,36,57,1,48,4,13,5
Mega Millions,1,8,2016,51,39,11,57,75,2,5
Mega Millions,1,12,2016,29,15,48,31,27,15,4
Mega Millions,1,15,2016,53,70,41,29,54,12,2
Mega Millions,1,19,2016,47,2,39,17,31,9,2
Mega Millions,1,22,2016,56,25,46,21,40,3,5
Mega Millions,1,26,2016,14,27,39,50,69,2,2
Mega Millions,1,29,2016,28,51,20,52,49,6,2
Mega Millions,2,2,2016,7,25,70,51,13,9,4
Mega Millions,2,5,2016,23,4,75,6,55,2,3
Mega Millions,2,9,2016,71,56,3,46,42,13,4
Mega Millions,2,12,2016,68,44,1,7,73,1,3
Mega Millions,2,16,2016,64,31,33,9,46,4,3
Mega Millions,2,19,2016,27,50,41,2,75,4,4
Mega Millions,2,23,2016,39,53,16,32,57,10,5
Mega Millions,2,26,2016,74,15,19,3,62,14,4
Mega Millions,3,1,2016,55,33,34,29,1,6,5
Mega Millions,3,4,2016,26,48,73,21,33,14,4
Mega Millions,3,8,2016,37,66,27,69,54,5,5
Mega Millions,3,11,2016,71,14,54,18,48,13,4
Mega Millions,3,15,2016,30,26,68,18,44,7,4
Mega Millions,3,18,2016,73,57,59,8,5,13,5
Mega Millions,3,22,2016,34,6,19,70,38,5,5
Mega Millions,3,25,2016,35,11,12,46,4,12,2
Mega Millions,3,29,2016,38,40,46,33,49,15,5
Mega Millions,4,1,2016,41,69,25,28,33,6,2
Mega Millions,4,5,2016,57,53,13,45,52,10,5
Mega Millions,4,8,2016,38,52,71,65,31,15,3
Mega Millions,4,12,2016,59,7,62,63,11,3,5
Mega Millions,4,15,2016,37,10,34,73,9,9,5
Mega Millions,4,19,2016,28,9,40,57,65,2,5
Mega Millions,4,22,2016,19,42,60,21,2,13,5
Mega Millions,4,26,2016,16,14,48,17,28,2,2
Mega Millions,4,29,2016,5,37,74,6,55,10,5
Mega Millions,5,3,2016,28,36,45,33,29,15,5
Mega Millions,5,6,2016,32,26,14,27,36,7,4
Mega Millions,5,10,2016,56,74,22,46,12,4,3
Mega Millions,5,13,2016,66,20,54,38,21,7,4
Mega Millions,5,17,2016,48,27,75,17,24,6,3
Mega Millions,5,20,2016,26,24,19,68,40,8,2
Mega Millions,5,24,2016,70,50,11,51,75,15,4
Mega Millions,5,27,2016,41,50,70,18,68,9,3
Mega Millions,5,31,2016,9,41,49,31,34,8,5
Mega Millions,6,3,2016,32,71,54,66,65,10,3
Mega Millions,6,7,2016,72,65,51,25,48,4,4
Mega Millions,6,10,2016,34,66,67,68,61,7,5
Mega Millions,6,14,2016,37,52,36,38,62,6,5
Mega Millions,6,17,2016,59,20,23,30,44,9,5
Mega Millions,6,21,2016,49,50,13,6,21,10,5
Mega Millions,6,24,2016,54,57,63,14,11,11,5
Mega Millions,6,28,2016,55,17,15,20,35,7,2
Mega Millions,7,1,2016,49,45,20,42,41,14,2
Mega Millions,7,5,2016,29,64,46,53,73,10,5
